transit_timestamp	transit_mode	station_complex_id	station_complex	borough	payment_method	fare_class_category	ridership	transfers	latitude	longitude	georeference	:@computed_region_kjdx_g34t	:@computed_region_yamh_8v7k	:@computed_region_wbg7_3whc
2023-10-24T18:00:00.000	subway	2	Astoria Blvd (N,W)	Queens	metrocard	Metrocard - Unlimited 30-Day	36.0	0.0	40.77026	-73.91785	{'type': 'Point', 'coordinates': [-73.91785, 40.77026]}	2137	196	874
2023-10-24T18:00:00.000	subway	201	Beach 98 St (A,S)	Queens	metrocard	Metrocard - Full Fare	1.0	0.0	40.585308	-73.82056	{'type': 'Point', 'coordinates': [-73.82056, 40.585308]}	2137	196	1030
2023-10-24T18:00:00.000	subway	290	Classon Av (G)	Brooklyn	metrocard	Metrocard - Full Fare	25.0	0.0	40.688873	-73.96007	{'type': 'Point', 'coordinates': [-73.96007, 40.688873]}	2090	894	821
2023-10-24T18:00:00.000	subway	327	Chambers St (1,2,3)	Manhattan	metrocard	Metrocard - Seniors & Disability	47.0	2.0	40.715477	-74.00927	{'type': 'Point', 'coordinates': [-74.00927, 40.715477]}	2095	749	723
2023-10-24T18:00:00.000	subway	339	Bergen St (2,3)	Brooklyn	metrocard	Metrocard - Students	10.0	1.0	40.68083	-73.9751	{'type': 'Point', 'coordinates': [-73.9751, 40.68083]}	2090	894	895
2023-10-24T18:00:00.000	subway	341	Eastern Pkwy-Brooklyn Museum (2,3)	Brooklyn	metrocard	Metrocard - Students	12.0	0.0	40.671986	-73.96438	{'type': 'Point', 'coordinates': [-73.96438, 40.671986]}	2090	894	821
2023-10-24T18:00:00.000	subway	346	Sutter Av-Rutland Rd (3)	Brooklyn	metrocard	Metrocard - Students	10.0	0.0	40.66472	-73.92261	{'type': 'Point', 'coordinates': [-73.92261, 40.66472]}	2090	894	890
2023-10-24T18:00:00.000	subway	368	Morrison Av-Soundview (6)	Bronx	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.82952	-73.87452	{'type': 'Point', 'coordinates': [-73.87452, 40.82952]}	2032	307	709
2023-10-24T18:00:00.000	subway	381	Kingsbridge Rd (4)	Bronx	metrocard	Metrocard - Full Fare	59.0	4.0	40.86776	-73.89717	{'type': 'Point', 'coordinates': [-73.89717, 40.86776]}	2032	307	705
2023-10-24T18:00:00.000	subway	391	138 St-Grand Concourse (4,5)	Bronx	metrocard	Metrocard - Unlimited 7-Day	20.0	0.0	40.813225	-73.92985	{'type': 'Point', 'coordinates': [-73.92985, 40.813225]}	2095	307	647
2023-10-24T18:00:00.000	subway	407	Astor Pl (6)	Manhattan	metrocard	Metrocard - Seniors & Disability	17.0	0.0	40.730053	-73.99107	{'type': 'Point', 'coordinates': [-73.99107, 40.730053]}	2095	749	719
2023-10-24T18:00:00.000	subway	413	Wall St (4,5)	Manhattan	metrocard	Metrocard - Unlimited 7-Day	83.0	0.0	40.707558	-74.01186	{'type': 'Point', 'coordinates': [-74.01186, 40.707558]}	2095	749	721
2023-10-24T18:00:00.000	subway	420	219 St (2,5)	Bronx	metrocard	Metrocard - Students	5.0	0.0	40.883896	-73.86263	{'type': 'Point', 'coordinates': [-73.86263, 40.883896]}	2032	307	704
2023-10-24T18:00:00.000	subway	455	69 St (7)	Queens	metrocard	Metrocard - Unlimited 30-Day	26.0	0.0	40.746326	-73.8964	{'type': 'Point', 'coordinates': [-73.8964, 40.746326]}	2137	196	846
2023-10-24T18:00:00.000	subway	464	Vernon Blvd-Jackson Av (7)	Queens	metrocard	Metrocard - Full Fare	87.0	5.0	40.742626	-73.95358	{'type': 'Point', 'coordinates': [-73.95358, 40.742626]}	2137	196	873
2023-10-24T18:00:00.000	subway	49	Avenue J (Q)	Brooklyn	metrocard	Metrocard - Fair Fare	12.0	2.0	40.62504	-73.9608	{'type': 'Point', 'coordinates': [-73.9608, 40.62504]}	2090	894	813
2023-10-24T18:00:00.000	subway	50	Avenue M (Q)	Brooklyn	metrocard	Metrocard - Fair Fare	14.0	0.0	40.61762	-73.9594	{'type': 'Point', 'coordinates': [-73.9594, 40.61762]}	2090	894	813
2023-10-24T18:00:00.000	subway	59	9 Av (D)	Brooklyn	metrocard	Metrocard - Unlimited 7-Day	17.0	0.0	40.646294	-73.99432	{'type': 'Point', 'coordinates': [-73.99432, 40.646294]}	2090	894	897
2023-10-24T18:00:00.000	subway	601	14 St (F,M,1,2,3)/6 Av (L)	Manhattan	metrocard	Metrocard - Unlimited 7-Day	295.0	0.0	40.738228	-73.99621	{'type': 'Point', 'coordinates': [-73.99621, 40.738228]}	2095	749	735
2023-10-24T18:00:00.000	subway	618	14 St (A,C,E)/8 Av (L)	Manhattan	metrocard	Metrocard - Full Fare	506.0	2.0	40.740894	-74.00169	{'type': 'Point', 'coordinates': [-74.00169, 40.740894]}	2095	749	735
2023-10-24T18:00:00.000	subway	626	Franklin Av (2,3,4,5)/Botanic Garden (S)	Brooklyn	metrocard	Metrocard - Other	27.0	0.0	40.67068	-73.95813	{'type': 'Point', 'coordinates': [-73.95813, 40.67068]}	2090	894	809
2023-10-24T18:00:00.000	subway	77	Kings Hwy (N)	Brooklyn	metrocard	Metrocard - Fair Fare	12.0	1.0	40.603924	-73.980354	{'type': 'Point', 'coordinates': [-73.980354, 40.603924]}	2090	894	902
2023-10-24T18:00:00.000	subway	85	75 St-Elderts Ln (J,Z)	Queens	metrocard	Metrocard - Full Fare	1.0	0.0	40.691322	-73.86714	{'type': 'Point', 'coordinates': [-73.86714, 40.691322]}	2137	196	1168
2023-10-24T19:00:00.000	subway	101	Marcy Av (M,J,Z)	Brooklyn	metrocard	Metrocard - Full Fare	66.0	2.0	40.70836	-73.957756	{'type': 'Point', 'coordinates': [-73.957756, 40.70836]}	2090	894	889
2023-10-24T19:00:00.000	subway	119	1 Av (L)	Manhattan	metrocard	Metrocard - Students	19.0	0.0	40.730953	-73.98163	{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}	2095	749	724
2023-10-24T19:00:00.000	subway	126	Jefferson St (L)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	18.0	0.0	40.706608	-73.92291	{'type': 'Point', 'coordinates': [-73.92291, 40.706608]}	2090	894	820
2023-10-24T19:00:00.000	subway	144	Dyckman St (A)	Manhattan	metrocard	Metrocard - Full Fare	15.0	1.0	40.86549	-73.92727	{'type': 'Point', 'coordinates': [-73.92727, 40.86549]}	2095	749	793
2023-10-24T19:00:00.000	subway	188	Euclid Av (A,C)	Brooklyn	metrocard	Metrocard - Seniors & Disability	8.0	0.0	40.675377	-73.87211	{'type': 'Point', 'coordinates': [-73.87211, 40.675377]}	2137	894	886
2023-10-24T19:00:00.000	subway	222	Roosevelt Island (F)	Manhattan	metrocard	Metrocard - Fair Fare	4.0	0.0	40.759144	-73.95326	{'type': 'Point', 'coordinates': [-73.95326, 40.759144]}	2095	749	800
2023-10-24T19:00:00.000	subway	223	Lexington Av/63 St (F,Q)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	60.0	0.0	40.76463	-73.96611	{'type': 'Point', 'coordinates': [-73.96611, 40.76463]}	2095	749	
2023-10-24T19:00:00.000	subway	225	47-50 Sts-Rockefeller Ctr (B,D,F,M)	Manhattan	metrocard	Metrocard - Full Fare	578.0	5.0	40.758663	-73.98133	{'type': 'Point', 'coordinates': [-73.98133, 40.758663]}	2095	749	743
2023-10-24T19:00:00.000	subway	251	Avenue U (F)	Brooklyn	metrocard	Metrocard - Full Fare	14.0	6.0	40.59606	-73.97336	{'type': 'Point', 'coordinates': [-73.97336, 40.59606]}	2090	894	902
2023-10-24T19:00:00.000	subway	3	30 Av (N,W)	Queens	metrocard	Metrocard - Other	6.0	0.0	40.76678	-73.92148	{'type': 'Point', 'coordinates': [-73.92148, 40.76678]}	2137	196	874
2023-10-24T19:00:00.000	subway	310	96 St (1,2,3)	Manhattan	metrocard	Metrocard - Students	19.0	1.0	40.79392	-73.97232	{'type': 'Point', 'coordinates': [-73.97232, 40.79392]}	2095	749	752
2023-10-24T19:00:00.000	subway	365	Castle Hill Av (6)	Bronx	metrocard	Metrocard - Unlimited 30-Day	8.0	0.0	40.834255	-73.85122	{'type': 'Point', 'coordinates': [-73.85122, 40.834255]}	2032	307	675
2023-10-24T19:00:00.000	subway	388	167 St (4)	Bronx	metrocard	Metrocard - Seniors & Disability	3.0	1.0	40.835537	-73.9214	{'type': 'Point', 'coordinates': [-73.9214, 40.835537]}	2032	307	648
2023-10-24T19:00:00.000	subway	422	Burke Av (2,5)	Bronx	metrocard	Metrocard - Other	2.0	0.0	40.871357	-73.867165	{'type': 'Point', 'coordinates': [-73.867165, 40.871357]}	2032	307	704
2023-10-24T19:00:00.000	subway	425	Bronx Park East (2,5)	Bronx	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.848827	-73.868454	{'type': 'Point', 'coordinates': [-73.868454, 40.848827]}	2032	307	675
2023-10-24T19:00:00.000	subway	476	86 St (Q)	Manhattan	metrocard	Metrocard - Fair Fare	10.0	0.0	40.77789	-73.95179	{'type': 'Point', 'coordinates': [-73.95179, 40.77789]}	2095	749	755
2023-10-24T19:00:00.000	subway	607	34 St-Herald Sq (B,D,F,M,N,Q,R,W)	Manhattan	metrocard	Metrocard - Other	154.0	1.0	40.749718	-73.98782	{'type': 'Point', 'coordinates': [-73.98782, 40.749718]}	2095	749	717
2023-10-24T19:00:00.000	subway	608	4 Av (F,G)/9 St (R)	Brooklyn	metrocard	Metrocard - Fair Fare	12.0	1.0	40.67085	-73.988304	{'type': 'Point', 'coordinates': [-73.988304, 40.67085]}	2090	894	893
2023-10-24T19:00:00.000	subway	616	74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)	Queens	metrocard	Metrocard - Unlimited 30-Day	233.0	0.0	40.74685	-73.891335	{'type': 'Point', 'coordinates': [-73.891335, 40.74685]}	2137	196	843
2023-10-24T19:00:00.000	subway	627	Franklin Av (C,S)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	15.0	0.0	40.68138	-73.95685	{'type': 'Point', 'coordinates': [-73.95685, 40.68138]}	2090	894	821
2023-10-24T19:00:00.000	subway	77	Kings Hwy (N)	Brooklyn	metrocard	Metrocard - Students	4.0	0.0	40.603924	-73.980354	{'type': 'Point', 'coordinates': [-73.980354, 40.603924]}	2090	894	902
2023-10-24T19:00:00.000	subway	96	Kosciuszko St (J)	Brooklyn	metrocard	Metrocard - Full Fare	12.0	2.0	40.69334	-73.92882	{'type': 'Point', 'coordinates': [-73.92882, 40.69334]}	2090	894	900
2023-10-24T20:00:00.000	subway	107	Broad St (J,Z)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	12.0	0.0	40.706474	-74.011055	{'type': 'Point', 'coordinates': [-74.011055, 40.706474]}	2095	749	721
2023-10-24T20:00:00.000	subway	126	Jefferson St (L)	Brooklyn	metrocard	Metrocard - Full Fare	14.0	0.0	40.706608	-73.92291	{'type': 'Point', 'coordinates': [-73.92291, 40.706608]}	2090	894	820
2023-10-24T20:00:00.000	subway	136	New Lots Av (L)	Brooklyn	metrocard	Metrocard - Other	3.0	0.0	40.658733	-73.89923	{'type': 'Point', 'coordinates': [-73.89923, 40.658733]}	2090	894	885
2023-10-24T20:00:00.000	subway	146	181 St (A)	Manhattan	metrocard	Metrocard - Other	3.0	0.0	40.851696	-73.937965	{'type': 'Point', 'coordinates': [-73.937965, 40.851696]}	2095	749	792
2023-10-24T20:00:00.000	subway	154	116 St (C,B)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	13.0	0.0	40.805084	-73.95488	{'type': 'Point', 'coordinates': [-73.95488, 40.805084]}	2095	749	753
2023-10-24T20:00:00.000	subway	165	23 St (C,E)	Manhattan	metrocard	Metrocard - Full Fare	96.0	4.0	40.745907	-73.99804	{'type': 'Point', 'coordinates': [-73.99804, 40.745907]}	2095	749	735
2024-01-07T11:00:00.000	subway	260	75 Av (E,F)	Queens	omny	OMNY - Full Fare	36.0	0.0	40.71833	-73.837326	{'type': 'Point', 'coordinates': [-73.837326, 40.71833]}	2137	196	845
2023-10-24T20:00:00.000	subway	167	W 4 St-Wash Sq (A,C,E,B,D,F,M)	Manhattan	metrocard	Metrocard - Seniors & Disability	57.0	1.0	40.732338	-74.000496	{'type': 'Point', 'coordinates': [-74.000496, 40.732338]}	2095	749	735
2023-10-24T20:00:00.000	subway	180	Kingston-Throop Avs (C)	Brooklyn	metrocard	Metrocard - Unlimited 7-Day	6.0	0.0	40.67992	-73.94086	{'type': 'Point', 'coordinates': [-73.94086, 40.67992]}	2090	894	891
2023-10-24T20:00:00.000	subway	196	Aqueduct Racetrack (A)	Queens	metrocard	Metrocard - Unlimited 7-Day	7.0	0.0	40.668236	-73.83406	{'type': 'Point', 'coordinates': [-73.83406, 40.668236]}	2137	196	1164
2023-10-24T20:00:00.000	subway	206	Beach 44 St (A)	Queens	metrocard	Metrocard - Full Fare	2.0	0.0	40.59294	-73.77602	{'type': 'Point', 'coordinates': [-73.77602, 40.59294]}	2137	196	1027
2023-10-24T20:00:00.000	subway	208	Beach 25 St (A)	Queens	metrocard	Metrocard - Unlimited 7-Day	2.0	0.0	40.600067	-73.76135	{'type': 'Point', 'coordinates': [-73.76135, 40.600067]}	2137	196	1027
2023-10-24T20:00:00.000	subway	218	167 St (B,D)	Bronx	metrocard	Metrocard - Unlimited 30-Day	8.0	0.0	40.83377	-73.91844	{'type': 'Point', 'coordinates': [-73.91844, 40.83377]}	2032	307	648
2023-10-24T20:00:00.000	subway	235	York St (F)	Brooklyn	metrocard	Metrocard - Fair Fare	11.0	0.0	40.701397	-73.98675	{'type': 'Point', 'coordinates': [-73.98675, 40.701397]}	2095	894	880
2023-10-24T20:00:00.000	subway	284	Nassau Av (G)	Brooklyn	metrocard	Metrocard - Other	11.0	0.0	40.724636	-73.95128	{'type': 'Point', 'coordinates': [-73.95128, 40.724636]}	2090	894	901
2023-10-24T20:00:00.000	subway	352	New Lots Av (3)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	7.0	0.0	40.666237	-73.88408	{'type': 'Point', 'coordinates': [-73.88408, 40.666237]}	2090	894	885
2023-10-24T20:00:00.000	subway	382	Fordham Rd (4)	Bronx	metrocard	Metrocard - Seniors & Disability	5.0	0.0	40.862804	-73.90103	{'type': 'Point', 'coordinates': [-73.90103, 40.862804]}	2032	307	705
2023-10-24T20:00:00.000	subway	42	Prospect Park (B,Q,S)	Brooklyn	metrocard	Metrocard - Full Fare	33.0	3.0	40.661613	-73.96225	{'type': 'Point', 'coordinates': [-73.96225, 40.661613]}	2090	894	809
2023-10-24T20:00:00.000	subway	445	Pelham Pkwy (5)	Bronx	metrocard	Metrocard - Full Fare	3.0	2.0	40.858986	-73.85536	{'type': 'Point', 'coordinates': [-73.85536, 40.858986]}	2032	307	706
2023-10-24T20:00:00.000	subway	452	90 St-Elmhurst Av (7)	Queens	metrocard	Metrocard - Fair Fare	11.0	0.0	40.74841	-73.87661	{'type': 'Point', 'coordinates': [-73.87661, 40.74841]}	2137	196	843
2023-10-24T20:00:00.000	subway	604	161 St-Yankee Stadium (B,D,4)	Bronx	metrocard	Metrocard - Other	39.0	1.0	40.827995	-73.92565	{'type': 'Point', 'coordinates': [-73.92565, 40.827995]}	2032	307	647
2023-10-24T20:00:00.000	subway	609	Bryant Pk (B,D,F,M)/5 Av (7)	Manhattan	metrocard	Metrocard - Other	80.0	0.0	40.754223	-73.981964	{'type': 'Point', 'coordinates': [-73.981964, 40.754223]}	2095	749	578
2023-10-24T20:00:00.000	subway	618	14 St (A,C,E)/8 Av (L)	Manhattan	metrocard	Metrocard - Unlimited 7-Day	179.0	0.0	40.740894	-74.00169	{'type': 'Point', 'coordinates': [-74.00169, 40.740894]}	2095	749	735
2023-10-24T20:00:00.000	subway	624	Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)	Manhattan	metrocard	Metrocard - Seniors & Disability	43.0	0.0	40.71411	-74.00858	{'type': 'Point', 'coordinates': [-74.00858, 40.71411]}	2095	749	723
2023-10-24T20:00:00.000	subway	68	Bay Pkwy (D)	Brooklyn	metrocard	Metrocard - Full Fare	12.0	4.0	40.601875	-73.99373	{'type': 'Point', 'coordinates': [-73.99373, 40.601875]}	2090	894	892
2023-10-24T21:00:00.000	subway	118	3 Av (L)	Manhattan	metrocard	Metrocard - Seniors & Disability	4.0	0.0	40.73285	-73.98612	{'type': 'Point', 'coordinates': [-73.98612, 40.73285]}	2095	749	719
2023-10-24T21:00:00.000	subway	14	23 St (R,W)	Manhattan	metrocard	Metrocard - Other	21.0	0.0	40.741302	-73.98934	{'type': 'Point', 'coordinates': [-73.98934, 40.741302]}	2095	749	734
2023-10-24T21:00:00.000	subway	156	103 St (C,B)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	3.0	0.0	40.796093	-73.96146	{'type': 'Point', 'coordinates': [-73.96146, 40.796093]}	2095	749	
2023-10-24T21:00:00.000	subway	188	Euclid Av (A,C)	Brooklyn	metrocard	Metrocard - Unlimited 7-Day	12.0	0.0	40.675377	-73.87211	{'type': 'Point', 'coordinates': [-73.87211, 40.675377]}	2137	894	886
2023-10-24T21:00:00.000	subway	244	Ditmas Av (F)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	4.0	0.0	40.63612	-73.97817	{'type': 'Point', 'coordinates': [-73.97817, 40.63612]}	2090	894	896
2023-10-24T21:00:00.000	subway	283	Greenpoint Av (G)	Brooklyn	metrocard	Metrocard - Other	6.0	0.0	40.731354	-73.95445	{'type': 'Point', 'coordinates': [-73.95445, 40.731354]}	2090	894	901
2023-10-24T21:00:00.000	subway	300	191 St (1)	Manhattan	metrocard	Metrocard - Unlimited 7-Day	18.0	0.0	40.855225	-73.92941	{'type': 'Point', 'coordinates': [-73.92941, 40.855225]}	2095	749	799
2023-10-24T21:00:00.000	subway	313	72 St (1,2,3)	Manhattan	metrocard	Metrocard - Seniors & Disability	46.0	2.0	40.778454	-73.98197	{'type': 'Point', 'coordinates': [-73.98197, 40.778454]}	2095	749	750
2023-10-24T21:00:00.000	subway	314	66 St-Lincoln Center (1)	Manhattan	metrocard	Metrocard - Full Fare	90.0	0.0	40.77344	-73.98221	{'type': 'Point', 'coordinates': [-73.98221, 40.77344]}	2095	749	750
2023-10-24T21:00:00.000	subway	328	WTC Cortlandt (1)	Manhattan	metrocard	Metrocard - Other	8.0	0.0	40.711834	-74.01219	{'type': 'Point', 'coordinates': [-74.01219, 40.711834]}	2095	749	722
2023-10-24T21:00:00.000	subway	36	Bay Ridge Av (R)	Brooklyn	metrocard	Metrocard - Other	2.0	0.0	40.634968	-74.02338	{'type': 'Point', 'coordinates': [-74.02338, 40.634968]}	2090	894	899
2023-10-24T21:00:00.000	subway	376	Brook Av (6)	Bronx	metrocard	Metrocard - Full Fare	10.0	0.0	40.807568	-73.91924	{'type': 'Point', 'coordinates': [-73.91924, 40.807568]}	2095	307	650
2023-10-24T21:00:00.000	subway	379	Mosholu Pkwy (4)	Bronx	metrocard	Metrocard - Unlimited 7-Day	8.0	0.0	40.87975	-73.88466	{'type': 'Point', 'coordinates': [-73.88466, 40.87975]}	2032	307	704
2023-10-24T21:00:00.000	subway	386	Mt Eden Av (4)	Bronx	metrocard	Metrocard - Unlimited 7-Day	12.0	0.0	40.844433	-73.91469	{'type': 'Point', 'coordinates': [-73.91469, 40.844433]}	2032	307	648
2023-10-24T21:00:00.000	subway	416	Wakefield-241 St (2)	Bronx	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.903126	-73.85062	{'type': 'Point', 'coordinates': [-73.85062, 40.903126]}	2185	307	707
2023-10-24T21:00:00.000	subway	461	Queensboro Plaza (7,N,W)	Queens	metrocard	Metrocard - Unlimited 30-Day	30.0	0.0	40.750584	-73.9402	{'type': 'Point', 'coordinates': [-73.9402, 40.750584]}	2137	196	873
2023-10-24T21:00:00.000	subway	5	36 Av (N,W)	Queens	metrocard	Metrocard - Seniors & Disability	4.0	0.0	40.756805	-73.92957	{'type': 'Point', 'coordinates': [-73.92957, 40.756805]}	2137	196	878
2023-10-24T21:00:00.000	subway	608	4 Av (F,G)/9 St (R)	Brooklyn	metrocard	Metrocard - Other	24.0	0.0	40.67085	-73.988304	{'type': 'Point', 'coordinates': [-73.988304, 40.67085]}	2090	894	893
2023-10-24T21:00:00.000	subway	610	Grand Central-42 St (S,4,5,6,7)	Manhattan	metrocard	Metrocard - Full Fare	384.0	2.0	40.751778	-73.976845	{'type': 'Point', 'coordinates': [-73.976845, 40.751778]}	2095	749	590
2023-10-24T21:00:00.000	subway	610	Grand Central-42 St (S,4,5,6,7)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	235.0	0.0	40.751778	-73.976845	{'type': 'Point', 'coordinates': [-73.976845, 40.751778]}	2095	749	590
2023-10-24T21:00:00.000	subway	611	Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)	Manhattan	metrocard	Metrocard - Students	2.0	0.0	40.75529	-73.987495	{'type': 'Point', 'coordinates': [-73.987495, 40.75529]}	2095	749	741
2023-10-24T21:00:00.000	subway	616	74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)	Queens	metrocard	Metrocard - Other	31.0	2.0	40.74685	-73.891335	{'type': 'Point', 'coordinates': [-73.891335, 40.74685]}	2137	196	843
2023-10-24T21:00:00.000	subway	622	Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)	Manhattan	metrocard	Metrocard - Full Fare	53.0	1.0	40.71324	-74.0034	{'type': 'Point', 'coordinates': [-74.0034, 40.71324]}	2095	749	723
2023-10-24T21:00:00.000	subway	626	Franklin Av (2,3,4,5)/Botanic Garden (S)	Brooklyn	metrocard	Metrocard - Fair Fare	5.0	0.0	40.67068	-73.95813	{'type': 'Point', 'coordinates': [-73.95813, 40.67068]}	2090	894	809
2023-10-24T21:00:00.000	subway	85	75 St-Elderts Ln (J,Z)	Queens	metrocard	Metrocard - Full Fare	2.0	0.0	40.691322	-73.86714	{'type': 'Point', 'coordinates': [-73.86714, 40.691322]}	2137	196	1168
2023-10-24T21:00:00.000	subway	90	Van Siclen Av (J,Z)	Brooklyn	metrocard	Metrocard - Unlimited 7-Day	1.0	0.0	40.678024	-73.891685	{'type': 'Point', 'coordinates': [-73.891685, 40.678024]}	2090	894	885
2023-10-24T22:00:00.000	subway	108	Middle Village-Metropolitan Av (M)	Queens	metrocard	Metrocard - Unlimited 30-Day	2.0	0.0	40.711395	-73.8896	{'type': 'Point', 'coordinates': [-73.8896, 40.711395]}	2137	196	848
2023-10-24T22:00:00.000	subway	122	Graham Av (L)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	32.0	0.0	40.714565	-73.94405	{'type': 'Point', 'coordinates': [-73.94405, 40.714565]}	2090	894	889
2023-10-24T22:00:00.000	subway	13	28 St (R,W)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	37.0	0.0	40.745495	-73.98869	{'type': 'Point', 'coordinates': [-73.98869, 40.745495]}	2095	749	717
2023-10-24T22:00:00.000	subway	154	116 St (C,B)	Manhattan	metrocard	Metrocard - Fair Fare	3.0	0.0	40.805084	-73.95488	{'type': 'Point', 'coordinates': [-73.95488, 40.805084]}	2095	749	753
2023-10-24T22:00:00.000	subway	20	City Hall (R,W)	Manhattan	metrocard	Metrocard - Unlimited 7-Day	9.0	0.0	40.713284	-74.00698	{'type': 'Point', 'coordinates': [-74.00698, 40.713284]}	2095	749	723
2023-10-24T22:00:00.000	subway	210	Norwood-205 St (D)	Bronx	metrocard	Metrocard - Full Fare	2.0	1.0	40.87481	-73.87885	{'type': 'Point', 'coordinates': [-73.87885, 40.87481]}	2032	307	704
2023-10-24T22:00:00.000	subway	231	Grand St (B,D)	Manhattan	metrocard	Metrocard - Fair Fare	18.0	1.0	40.718266	-73.99375	{'type': 'Point', 'coordinates': [-73.99375, 40.718266]}	2095	749	718
2023-10-24T22:00:00.000	subway	259	Kew Gardens-Union Tpke (E,F)	Queens	metrocard	Metrocard - Seniors & Disability	9.0	8.0	40.71444	-73.83101	{'type': 'Point', 'coordinates': [-73.83101, 40.71444]}	2137	196	845
2023-10-24T22:00:00.000	subway	282	21 St (G)	Queens	metrocard	Metrocard - Unlimited 30-Day	3.0	0.0	40.744064	-73.94972	{'type': 'Point', 'coordinates': [-73.94972, 40.744064]}	2137	196	873
2023-10-24T22:00:00.000	subway	299	Dyckman St (1)	Manhattan	metrocard	Metrocard - Full Fare	9.0	0.0	40.86053	-73.92554	{'type': 'Point', 'coordinates': [-73.92554, 40.86053]}	2095	749	799
2023-10-24T22:00:00.000	subway	303	157 St (1)	Manhattan	metrocard	Metrocard - Unlimited 30-Day	8.0	0.0	40.83404	-73.94489	{'type': 'Point', 'coordinates': [-73.94489, 40.83404]}	2095	749	791
2023-10-24T22:00:00.000	subway	350	Pennsylvania Av (3)	Brooklyn	metrocard	Metrocard - Fair Fare	3.0	0.0	40.664635	-73.8949	{'type': 'Point', 'coordinates': [-73.8949, 40.664635]}	2090	894	885
2023-10-24T22:00:00.000	subway	418	233 St (2,5)	Bronx	metrocard	Metrocard - Fair Fare	1.0	0.0	40.893192	-73.857475	{'type': 'Point', 'coordinates': [-73.857475, 40.893192]}	2032	307	679
2023-10-24T22:00:00.000	subway	434	3 Av-149 St (2,5)	Bronx	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.81611	-73.917755	{'type': 'Point', 'coordinates': [-73.917755, 40.81611]}	2032	307	651
2023-10-24T22:00:00.000	subway	457	52 St (7)	Queens	metrocard	Metrocard - Unlimited 30-Day	6.0	0.0	40.74415	-73.91255	{'type': 'Point', 'coordinates': [-73.91255, 40.74415]}	2137	196	846
2023-10-24T22:00:00.000	subway	46	Cortelyou Rd (Q)	Brooklyn	metrocard	Metrocard - Unlimited 7-Day	8.0	0.0	40.640926	-73.96389	{'type': 'Point', 'coordinates': [-73.96389, 40.640926]}	2090	894	810
2023-10-24T22:00:00.000	subway	606	Court Sq (E,G,M,7)	Queens	metrocard	Metrocard - Seniors & Disability	5.0	0.0	40.747845	-73.94383	{'type': 'Point', 'coordinates': [-73.94383, 40.747845]}	2137	196	873
2023-10-24T22:00:00.000	subway	628	Fulton St (A,C,J,Z,2,3,4,5)	Manhattan	metrocard	Metrocard - Full Fare	130.0	0.0	40.710373	-74.00657	{'type': 'Point', 'coordinates': [-74.00657, 40.710373]}	2095	749	797
2023-10-24T22:00:00.000	subway	64	71 St (D)	Brooklyn	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.61959	-73.99886	{'type': 'Point', 'coordinates': [-73.99886, 40.61959]}	2090	894	811
2023-10-24T22:00:00.000	subway	76	Bay Pkwy (N)	Brooklyn	metrocard	Metrocard - Other	1.0	0.0	40.611816	-73.98185	{'type': 'Point', 'coordinates': [-73.98185, 40.611816]}	2090	894	882
2023-10-24T22:00:00.000	subway	79	86 St (N)	Brooklyn	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.59272	-73.97823	{'type': 'Point', 'coordinates': [-73.97823, 40.59272]}	2090	894	902
2023-10-24T22:00:00.000	subway	89	Cleveland St (J)	Brooklyn	metrocard	Metrocard - Unlimited 30-Day	1.0	0.0	40.679947	-73.884636	{'type': 'Point', 'coordinates': [-73.884636, 40.679947]}	2137	894	886
2023-10-24T22:00:00.000	tram	TRAM1	RI Tramway (Manhattan)	Manhattan	metrocard	Metrocard - Other	3.0	1.0	40.761337	-73.96416	{'type': 'Point', 'coordinates': [-73.96416, 40.761337]}	2095	749	749
2023-10-24T23:00:00.000	subway	1	Astoria-Ditmars Blvd (N,W)	Queens	metrocard	Metrocard - Seniors & Disability	1.0	0.0	40.775036	-73.91203	{'type': 'Point', 'coordinates': [-73.91203, 40.775036]}	2137	196	877
